ID,Username,City,Country,Date,Comment
2569,kyungjik1,None,None,9-May-2019,"Thanks Earyen manager for recommendation menu.
You are very kind!

It is delicious! And the KIMCHI you give us is similar Korea.:)

간단하게 호텔밑에 레스토랑 왔는데 참 좋았어요!!
간편하게 먹고 ,친절한 서비스!호텔 투숙객에겐 웰컴티까지!
김치도 먹어봄 ㅋㅋ 좋아요! 남편이 또 오자고 하네요."
2570,davidZ2124DW,None,None,17-September-2018,"Im happy to be here. I enjoy with food and I too like the service here. Thank you yam cha team. See you again."
2571,ysppack,None,None,3-July-2018,"Food tast so good and soysous was amezing. Bur service was not kindly. But I think I like this mode."
2572,joyolle,None,None,3-June-2018,"Yummy dim sum and dessert with a Chinese tea, noodle soup was also great. Recommend;  Sticky rice dumpling ,  Yangzhou fried rice  and  Mango and sago soup "
2573,Alicia91911101,None,None,1-June-2018,"Service, taste, atmosphere were all great! Dumdum was so nice. Try deep fried sticky dumpling :) Also noodle was fine"
2574,bcheong,Bangkok,Thailand,20-January-2018,"Dropped by for a quick bite and 1 of the few restaurants open at 530pm. Typical hk dim sum

Had the bbq pork pastry, XO turnip cake and chicken soup. All ok

Service ok. It was nice and quiet at 530pm before the crowds would arrive"
2575,Mylene L,None,None,29-December-2017,"The food was good but service time can still be improved. We ordered pork bbq rolls , congee, pork and scrambled eggs. All yummy but mid range in price ."
2576,JaneBoey,Singapore,Singapore,23-December-2017,"Delicious food. The yangchow fried rice is hearty and very satisfying. The dim sum selection is also good and yummy. The prawns in all the dishes that had them were all fresh and succulent.

Service is good. All the service staff speak good-enough English. If you're not sure, you can wave for the supervisors in jackets.

Cindy took very good care of 3 of us, which included a young child. She made sure our dishes were all served promptly and kept our teacups always filled. And without asking, she gave us a good stack of paper napkins which is always useful around when dining with kids, and we appreciate her thoughtfulness.

Will be back again soon."
2577,prizza1,None,None,18-November-2017,"Visited this restaurant early Saturday night and enjoyed the experience. The place itself is large, clean and comfortable with very attentive service. We tried a number of dim sum style dishes along with Yangzhou rice, sweet and sour pork and a tofu dish. All were...More"
2578,Tom Y,None,None,17-November-2017,"Stay in Macau for 2 days. Went to quite a few restaurants. This one serve Dim Sum. The quality is good. Price is reasonable. The place is clean. Service was good."
2579,67martinl,None,None,8-November-2017,"This will be a more simple review than I typically write but I had to give a shout out to this great little dim sum place in Sands Cotai Central. It's extremely reasonably priced for a hotel restaurant and the food is great. I brought...More"
2580,Chris M,None,None,9-July-2017,"It was Monday morning, after 9 am. First dish came normally, like 10 minutes. But I had to wait 25 M.O.R.E minutes until the second one came."
2581,HK-PA-Mariner,None,None,23-May-2017,"Yum Cha is a decent Chinese restaurant in Macau's Sands Cotai Central casino/hotel/mall complex. It's located just behind the Pacifica Casino in the Sheraton area, and many of the customers are hungry Chinese casino patrons looking for a quick bite. The restaurant is large (you'll...More"
2582,PEkBJ,None,None,29-April-2017,"Restaurant was just ok on design and ambiance. Just very plain and looks like a fast food hall. Food were delicious especially the BBQ meat combination, sweet & sour pork and rice with chicken. Other food we ordered like noodles and vegetables were just so-so....More"
2583,Gilligan2016,None,None,20-April-2017,"Whilst recently staying at the Holiday Inn Macau, the breakfast package meant eating at Yum Cha. This was very tricky for me as I have dietary requirements. With the excellent service provided by the Captain Hans and Chef Harry they made sure that I had...More"
2584,glorialakwatsera,None,None,16-March-2017,"Stayed in Cotai Central for 3 days. We had no idea there was this reasonably priced, sit down restaurant in the complex. We either ate in nearby Taipa Village or in fast food areas in the Venetian meals were atlas 70MOP there and we always...More"
2585,RBM21,None,None,10-February-2017,"The place was.busy.when we.came in but still managed to get a good corner table for a.couple. Food was awesome, ambiance was good, restaurant is clean and service was fast. I enjoyed the food.More"
2586,Pivotalguy,None,None,13-January-2017,"Had lunch here in November when visiting the Cotai Strip. Decore and service was good. It was expensive for Yum Cha and the food though in large serves did not live up to expectation. Staff were friendly and helpful and and smartly turned out like...More"
2587,952cris,None,None,3-October-2016,"It would be a great place for families staying in Macau with a limited budget. The food was excellent the service was very good. Prices are higher than say mainland Chinese food. cost us about $60US for 8 courses."
2588,derekr172,Manila,Philippines,5-September-2016,"We were greeted by the staff and escort us to our table as we treated like VIP's, first time to dine at this restaurant and impressed by the service.. food was totally delicious at reasonable price they serve it fast and presentable. Highly recommend this if you are looking for traditional Chinese cuisine especially Dim Sum"
2589,hlmh,Singapore,None,18-June-2016,"Situated in the expensive Sands Cotai Area, I would have thought the prices would be reflective as well. Surprisingly, it was quite reasonable. Just beware that the porridge is a big portion good for 3, so don't order one bowl per pax."
2590,MalaysiaTravelingman,None,None,21-May-2016,"Environment - a bit noisy during crowded with Chinese mainland / Hongkong goers. Food - Freshly cooked upon ordered Tea - top grade Service - average Menu - dim sum having usual choice except only 40% for  Malaysian type of dim sum "
